Fine modulus (m2/kg),Specific gravity,Cement (kg/m3),FA (kg/m3),GGBFS (kg/m3),SF (kg/m3),Kaolin (kg/m3),Other SCM (kg/m3),Na2O (l),Sio2 (l),H2O,Superplasticizer,water -eff,Initial curing time (day),Initial curing temp (C),Initial curing rest time (day),Final curing temp (C),Cube D (mm),f_c 28d (MPA)
0.0,0.0,0.0,1.107769474,0.0,0.0,0.0,0.0,0.316899027,-0.220226176,-0.154243431,-0.794658949,-0.236504453,-0.222346364,1.447009155,0.255670648,-0.33824966,1.025098427,34.21
0.0,0.0,0.0,1.107769474,0.0,0.0,0.0,0.0,0.316899027,-0.220226176,-0.154243431,-0.794658949,-0.3776297,-0.222346364,1.447009155,0.255670648,-0.33824966,1.025098427,35.98
0.0,0.0,0.0,1.74172865,0.0,0.0,0.0,0.0,0.316899027,-0.220226176,-0.154243431,-0.794658949,-0.095379207,-0.222346364,1.447009155,0.255670648,-0.33824966,1.025098427,42.8
0.0,0.0,0.0,1.74172865,0.0,0.0,0.0,0.0,0.316899027,-0.220226176,-0.154243431,-0.794658949,-0.236504453,-0.222346364,1.447009155,0.255670648,-0.33824966,1.025098427,45.02
0.0,0.0,0.0,1.74172865,0.0,0.0,0.0,0.0,0.316899027,-0.220226176,-0.154243431,-0.794658949,-0.3776297,-0.222346364,1.447009155,0.255670648,-0.33824966,1.025098427,47.24
0.0,0.0,0.0,0.025748927,0.0,0.0,0.0,0.0,0.108995254,-0.231103037,0.070030879,-0.794658949,-0.506496675,-0.222346364,0.284599779,0.0,-0.33824966,-0.568451427,22.5
0.0,0.0,0.0,0.025748927,0.0,0.0,0.0,0.0,0.108995254,-0.231103037,0.070030879,-0.794658949,-0.47954462,-0.222346364,0.284599779,0.0,-0.33824966,-0.568451427,31.1
0.0,0.0,0.0,0.025748927,0.0,0.0,0.0,0.0,0.108995254,-0.231103037,0.070030879,-0.794658949,-0.465967268,-0.222346364,0.284599779,0.0,-0.33824966,-0.568451427,32.6
0.0,0.0,0.0,0.025748927,0.0,0.0,0.0,0.0,0.108995254,-0.231103037,0.070030879,-0.794658949,-0.818348189,-0.222346364,0.284599779,0.0,-0.33824966,-0.568451427,29.2
0.0,0.0,0.0,0.025748927,0.0,0.0,0.0,0.0,0.108995254,-0.231103037,0.070030879,-0.794658949,-0.896181629,-0.222346364,0.284599779,0.0,-0.33824966,-0.568451427,35.2
0.0,0.0,0.0,0.025748927,0.0,0.0,0.0,0.0,0.108995254,-0.231103037,0.070030879,-0.794658949,-0.935843777,-0.222346364,0.284599779,0.0,-0.33824966,-0.568451427,36.8
0.0,0.0,0.0,0.025748927,0.0,0.0,0.0,0.0,0.108995254,-0.231103037,0.070030879,-0.794658949,-0.974273946,-0.222346364,0.284599779,0.0,-0.33824966,-0.568451427,29.9
0.0,0.0,0.0,0.025748927,0.0,0.0,0.0,0.0,0.108995254,-0.231103037,0.070030879,-0.794658949,-1.104500133,-0.222346364,0.284599779,0.0,-0.33824966,-0.568451427,36.1
0.0,0.0,0.0,0.025748927,0.0,0.0,0.0,0.0,0.108995254,-0.231103037,0.070030879,-0.794658949,-1.170782031,-0.222346364,0.284599779,0.0,-0.33824966,-0.568451427,36.8
0.0,0.0,0.0,0.979070995,0.0,0.0,0.0,0.0,0.108995254,-0.231103037,0.070030879,-0.794658949,-0.506496675,-0.222346364,0.284599779,0.0,-0.33824966,-0.568451427,31.2
0.0,0.0,0.0,0.979070995,0.0,0.0,0.0,0.0,0.108995254,-0.231103037,0.070030879,-0.794658949,-0.47954462,-0.222346364,0.284599779,0.0,-0.33824966,-0.568451427,38.3
0.0,0.0,0.0,0.979070995,0.0,0.0,0.0,0.0,0.108995254,-0.231103037,0.070030879,-0.794658949,-0.465967268,-0.222346364,0.284599779,0.0,-0.33824966,-0.568451427,38.9
0.0,0.0,0.0,0.979070995,0.0,0.0,0.0,0.0,0.108995254,-0.231103037,0.070030879,-0.794658949,-0.818348189,-0.222346364,0.284599779,0.0,-0.33824966,-0.568451427,34.5
0.0,0.0,0.0,0.979070995,0.0,0.0,0.0,0.0,0.108995254,-0.231103037,0.070030879,-0.794658949,-0.896181629,-0.222346364,0.284599779,0.0,-0.33824966,-0.568451427,41.5
0.0,0.0,0.0,0.979070995,0.0,0.0,0.0,0.0,0.108995254,-0.231103037,0.070030879,-0.794658949,-0.935843777,-0.222346364,0.284599779,0.0,-0.33824966,-0.568451427,42.5
0.0,0.0,0.0,0.979070995,0.0,0.0,0.0,0.0,0.108995254,-0.231103037,0.070030879,-0.794658949,-0.974273946,-0.222346364,0.284599779,0.0,-0.33824966,-0.568451427,36.7
0.0,0.0,0.0,0.979070995,0.0,0.0,0.0,0.0,0.108995254,-0.231103037,0.070030879,-0.794658949,-1.104500133,-0.222346364,0.284599779,0.0,-0.33824966,-0.568451427,42.1
0.0,0.0,0.0,0.979070995,0.0,0.0,0.0,0.0,0.108995254,-0.231103037,0.070030879,-0.794658949,-1.170782031,-0.222346364,0.284599779,0.0,-0.33824966,-0.568451427,43.9
0.0,0.0,0.0,0.025748927,0.0,0.0,0.0,0.0,0.108995254,-0.231103037,0.070030879,-0.794658949,-0.47954462,-0.389206413,0.284599779,0.0,-0.33824966,-0.568451427,17.3
0.0,0.0,0.0,0.025748927,0.0,0.0,0.0,0.0,0.108995254,-0.231103037,0.070030879,-0.794658949,-0.896181629,-0.389206413,0.284599779,0.0,-0.33824966,-0.568451427,24.1
0.0,0.0,0.0,0.025748927,0.0,0.0,0.0,0.0,0.108995254,-0.231103037,0.070030879,-0.794658949,-1.104500133,-0.389206413,0.284599779,0.0,-0.33824966,-0.568451427,24.8
0.0,0.0,0.0,0.979070995,0.0,0.0,0.0,0.0,0.108995254,-0.231103037,0.070030879,-0.794658949,-0.47954462,-0.389206413,0.284599779,0.0,-0.33824966,-0.568451427,25.1
0.0,0.0,0.0,0.979070995,0.0,0.0,0.0,0.0,0.108995254,-0.231103037,0.070030879,-0.794658949,-0.896181629,-0.389206413,0.284599779,0.0,-0.33824966,-0.568451427,28.5
0.0,0.0,0.0,0.979070995,0.0,0.0,0.0,0.0,0.108995254,-0.231103037,0.070030879,-0.794658949,-1.104500133,-0.389206413,0.284599779,0.0,-0.33824966,-0.568451427,29.2
0.0,0.0,0.0,0.0,1.300719404,0.0,0.0,0.0,-1.635911416,-0.738689859,1.41567674,-0.794658949,0.217334494,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,47.5325
0.0,0.0,0.0,0.0,1.300719404,0.0,0.0,0.0,-1.635911416,-0.738689859,1.41567674,-0.794658949,0.106445331,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,54.1558
0.0,0.0,0.0,0.0,1.300719404,0.0,0.0,0.0,-1.635911416,-0.738689859,1.41567674,-0.794658949,-0.004443831,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,59.2208
0.0,0.0,0.0,0.0,1.004822184,0.0,-0.976961605,0.0,-1.635911416,-0.738689859,1.41567674,-0.794658949,0.217334494,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,48.7087
0.0,0.0,0.0,0.0,1.004822184,0.0,-0.976961605,0.0,-1.635911416,-0.738689859,1.41567674,-0.794658949,0.106445331,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,56.1336
0.0,0.0,0.0,0.0,1.004822184,0.0,-0.976961605,0.0,-1.635911416,-0.738689859,1.41567674,-0.794658949,-0.004443831,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,61.3145
0.0,0.0,0.0,0.0,0.708924965,0.0,-0.516716476,0.0,-1.635911416,-0.738689859,1.41567674,-0.794658949,0.217334494,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,54.7001
0.0,0.0,0.0,0.0,0.708924965,0.0,-0.516716476,0.0,-1.635911416,-0.738689859,1.41567674,-0.794658949,0.106445331,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,59.6857
0.0,0.0,0.0,0.0,0.708924965,0.0,-0.516716476,0.0,-1.635911416,-0.738689859,1.41567674,-0.794658949,-0.004443831,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,63.3753
0.0,0.0,0.0,0.0,0.413027745,0.0,-0.056471347,0.0,-1.635911416,-0.738689859,1.41567674,-0.794658949,0.217334494,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,58.3175
0.0,0.0,0.0,0.0,0.413027745,0.0,-0.056471347,0.0,-1.635911416,-0.738689859,1.41567674,-0.794658949,0.106445331,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,56.5645
0.0,0.0,0.0,0.0,0.413027745,0.0,-0.056471347,0.0,-1.635911416,-0.738689859,1.41567674,-0.794658949,-0.004443831,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,60.7993
0.0,0.0,0.0,0.0,1.256334821,0.0,0.0,0.0,0.480251992,-0.231103037,-0.154243431,0.007652394,0.661867995,-0.305776388,0.284599779,0.0,-0.33824966,1.025098427,69.28
0.0,0.0,0.0,0.0,0.967835032,0.0,0.0,-1.912008208,0.480251992,-0.231103037,-0.154243431,0.007652394,0.683918815,-0.305776388,0.284599779,0.0,-0.33824966,1.025098427,70.72
0.0,0.0,0.0,0.0,0.671937812,0.0,0.0,-1.619373149,0.480251992,-0.231103037,-0.154243431,0.007652394,0.705969635,-0.305776388,0.284599779,0.0,-0.33824966,1.025098427,51.46
0.0,0.0,0.0,0.0,0.383438023,0.0,0.0,-1.334053967,0.480251992,-0.231103037,-0.154243431,0.007652394,0.728020454,-0.305776388,0.284599779,0.0,-0.33824966,1.025098427,24.52
0.0,0.0,0.0,0.0,1.512285916,0.0,0.0,0.0,0.591629013,3.249492315,-2.396986532,-0.794658949,1.508553322,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,57.4
0.0,0.0,0.0,0.0,1.157948996,0.0,0.0,0.0,0.591629013,3.249492315,-2.396986532,-0.794658949,0.937834004,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,50.26
0.0,0.0,0.0,0.0,0.827283853,0.0,0.0,0.0,0.591629013,3.249492315,-2.396986532,-0.794658949,0.480323596,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,56.67
0.0,0.0,0.0,0.0,1.004822184,0.0,0.0,0.0,0.591629013,3.249492315,-2.396986532,-0.794658949,0.686719269,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,53.8
0.0,0.0,0.0,0.0,1.402803945,0.0,0.0,0.0,0.591629013,3.249492315,-2.396986532,-0.794658949,1.166809717,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,58.11
0.0,0.0,0.0,0.0,1.064001628,0.0,0.0,0.0,0.591629013,3.249492315,-2.396986532,-0.794658949,0.986610418,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,57.18
0.0,0.0,0.0,0.0,1.25855405,0.0,0.0,0.0,0.591629013,3.249492315,-2.396986532,-0.794658949,0.942729286,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,38.1
0.0,0.0,0.0,0.0,0.913094046,0.0,0.0,0.0,0.591629013,3.249492315,-2.396986532,-0.794658949,0.737612561,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,65.02
0.0,0.0,0.0,0.0,1.300719404,0.0,0.0,0.0,0.591629013,3.249492315,-2.396986532,-0.794658949,1.137879041,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,60.8
0.0,0.0,0.0,0.578675726,0.0,0.0,0.0,0.0,-2.007168154,-0.738689859,1.63995105,0.036160919,-0.635624291,0.0,-1.071544494,0.0,-0.33824966,1.025098427,16.3
0.0,0.0,0.0,0.189720322,-1.356437629,0.0,0.0,0.0,-2.007168154,-0.738689859,1.63995105,0.036160919,-0.635624291,0.0,-1.071544494,0.0,-0.33824966,1.025098427,21.11
0.0,0.0,0.0,-0.199235082,-1.054622465,0.0,0.0,0.0,-2.007168154,-0.738689859,1.63995105,0.036160919,-0.635624291,0.0,-1.071544494,0.0,-0.33824966,1.025098427,34.32
0.0,0.0,0.0,-0.588190486,-0.752807301,0.0,0.0,0.0,-2.007168154,-0.738689859,1.63995105,0.036160919,-0.635624291,0.0,-1.071544494,0.0,-0.33824966,1.025098427,42.48
0.0,0.0,0.0,-0.97714589,-0.450992137,0.0,0.0,0.0,-2.007168154,-0.738689859,1.63995105,0.036160919,-0.635624291,0.0,-1.071544494,0.0,-0.33824966,1.025098427,45.55
0.0,0.0,0.0,-1.361334683,-0.145478257,0.0,0.0,0.0,0.108995254,-0.231103037,0.070030879,-0.794658949,0.250068936,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,53.5
0.0,0.0,0.0,-0.384179563,-0.903714883,0.0,0.0,0.0,0.108995254,-0.231103037,0.070030879,-0.794658949,0.250068936,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,35.4
0.0,0.0,0.0,0.588208947,-1.658252794,0.0,0.0,0.0,0.108995254,-0.231103037,0.070030879,-0.794658949,0.250068936,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,24.5
0.0,0.0,-0.555208993,0.502409961,0.0,0.0,0.0,0.0,-0.744895244,0.022690374,0.518579499,0.630767295,-0.266758178,0.02794371,-0.102870013,0.255670648,-0.33824966,-0.568451427,31.9444
0.0,0.0,-0.225000439,0.502409961,0.0,0.0,0.0,0.0,-0.744895244,0.022690374,0.518579499,0.630767295,-0.266758178,0.02794371,-0.102870013,0.255670648,-0.33824966,-0.568451427,38.0556
0.0,0.0,0.105208114,0.502409961,0.0,0.0,0.0,0.0,-0.744895244,0.022690374,0.518579499,0.630767295,-0.266758178,0.02794371,-0.102870013,0.255670648,-0.33824966,-0.568451427,43.8889
0.0,0.0,-0.885417547,0.025748927,0.0,0.0,0.0,0.0,-0.744895244,0.022690374,0.518579499,0.630767295,-0.484919538,0.02794371,-0.102870013,0.255670648,-0.33824966,-0.568451427,22.1614
0.0,0.0,-0.885417547,0.502409961,0.0,0.0,0.0,0.0,-0.744895244,0.022690374,0.518579499,0.630767295,-0.266758178,0.02794371,-0.102870013,0.255670648,-0.33824966,-0.568451427,27.3115
0.0,0.0,-0.885417547,0.979070995,0.0,0.0,0.0,0.0,-0.744895244,0.022690374,0.518579499,0.630767295,-0.065820083,0.02794371,-0.102870013,0.255670648,-0.33824966,-0.568451427,38.1929
0.0,0.0,-0.885417547,0.502409961,0.0,0.0,0.0,0.0,-0.744895244,0.022690374,0.518579499,0.630767295,-0.266758178,0.02794371,-0.102870013,0.255670648,-0.33824966,-0.568451427,35.2859
0.0,0.0,-0.885417547,0.979070995,0.0,0.0,0.0,0.0,-0.744895244,0.022690374,0.518579499,0.630767295,-0.065820083,0.02794371,-0.102870013,0.255670648,-0.33824966,-0.568451427,43.5984
0.0,0.0,0.105208114,0.502409961,0.0,0.0,0.0,0.0,-0.744895244,0.022690374,0.518579499,0.630767295,-0.266758178,0.02794371,-0.102870013,0.255670648,-0.33824966,-0.568451427,47.3024
0.0,0.0,-0.885417547,0.502409961,0.0,0.0,0.0,0.0,-0.744895244,0.022690374,0.518579499,0.630767295,-0.266758178,0.02794371,-0.102870013,0.255670648,-0.33824966,-0.568451427,27.2937
0.0,0.0,-0.885417547,0.979070995,0.0,0.0,0.0,0.0,-0.744895244,0.022690374,0.518579499,0.630767295,-0.266758178,0.02794371,-0.102870013,0.255670648,-0.33824966,-0.568451427,38.3569
0.0,0.0,0.105208114,0.502409961,0.0,0.0,0.0,0.0,-0.744895244,0.022690374,0.518579499,0.630767295,-0.065820083,0.02794371,-0.102870013,0.255670648,-0.33824966,-0.568451427,43.4297
0.0,0.0,0.0,0.502409961,0.0,0.0,0.0,0.0,-0.744895244,0.022690374,0.518579499,0.630767295,-0.266758178,0.02794371,-0.955303556,0.255670648,-0.33824966,-0.568451427,13.3626
0.0,0.0,0.0,0.502409961,0.0,0.0,0.0,0.0,-0.744895244,0.022690374,0.518579499,0.630767295,-0.266758178,0.02794371,0.672069571,0.255670648,-0.33824966,-0.568451427,37.4018
0.0,0.0,0.0,0.502409961,0.0,0.0,0.0,0.0,-0.744895244,0.022690374,0.518579499,0.630767295,-0.266758178,0.02794371,1.447009155,0.255670648,-0.33824966,-0.568451427,32.7158
0.0,0.0,0.0,0.502409961,0.0,0.0,0.0,0.0,-0.744895244,0.022690374,0.518579499,0.630767295,-0.266758178,-0.222346364,-0.102870013,0.255670648,-0.33824966,-0.568451427,25.2143
0.0,0.0,0.0,0.502409961,0.0,0.0,0.0,0.0,-0.744895244,0.022690374,0.518579499,0.630767295,-0.266758178,0.278233784,-0.102870013,0.255670648,-0.33824966,-0.568451427,31.0
0.0,0.0,0.0,0.502409961,0.0,0.0,0.0,0.0,-0.744895244,0.022690374,0.518579499,0.630767295,-0.266758178,0.02794371,-0.102870013,0.255670648,-0.33824966,-0.568451427,27.526
0.0,0.0,0.0,0.502409961,0.0,0.0,0.0,0.0,-0.744895244,0.022690374,0.518579499,0.630767295,-0.377012277,0.02794371,-0.102870013,0.255670648,-0.33824966,-0.568451427,32.8125
0.0,0.0,0.0,0.502409961,0.0,0.0,0.0,0.0,-0.744895244,0.022690374,0.518579499,0.630767295,-0.597520475,0.02794371,-0.102870013,0.255670648,-0.33824966,-0.568451427,34.6354
0.0,0.0,0.0,0.502409961,0.0,0.0,0.0,0.0,-0.744895244,0.022690374,0.518579499,0.630767295,-0.818028672,0.02794371,-0.102870013,0.255670648,-0.33824966,-0.568451427,36.0938
0.0,0.0,0.0,0.502409961,0.0,0.0,0.0,0.0,-0.744895244,0.022690374,0.518579499,0.223502654,-0.306449654,0.02794371,-0.102870013,0.255670648,-0.33824966,-0.568451427,30.3279
0.0,0.0,0.0,0.502409961,0.0,0.0,0.0,0.0,-0.744895244,0.022690374,0.518579499,-0.115884547,-0.339525883,0.02794371,-0.102870013,0.255670648,-0.33824966,-0.568451427,32.1311
0.0,0.0,0.0,0.502409961,0.0,0.0,0.0,0.0,-0.744895244,0.022690374,0.518579499,-0.455271748,-0.372602113,0.02794371,-0.102870013,0.255670648,-0.33824966,-0.568451427,32.9508
0.0,0.0,0.0,0.502409961,0.0,0.0,0.0,0.0,-0.744895244,0.022690374,0.518579499,0.630767295,-0.337320801,0.02794371,-0.102870013,0.255670648,-0.33824966,-0.568451427,20.3184
0.0,0.0,0.0,0.502409961,0.0,0.0,0.0,0.0,-0.744895244,0.022690374,0.518579499,0.630767295,-0.125632932,0.02794371,-0.102870013,0.255670648,-0.33824966,-0.568451427,18.7985
0.0,0.0,0.0,0.502409961,0.0,0.0,0.0,0.0,-0.744895244,0.022690374,0.518579499,0.630767295,0.192174508,0.02794371,-0.102870013,0.255670648,-0.33824966,-0.568451427,30.0
0.0,0.0,0.0,0.502409961,0.0,0.0,0.0,0.0,-0.744895244,0.022690374,0.518579499,0.630767295,-0.038532193,0.02794371,-0.102870013,0.255670648,-0.33824966,-0.568451427,31.9355
0.0,0.0,0.0,0.502409961,0.0,0.0,0.0,0.0,-0.744895244,0.022690374,0.518579499,0.630767295,-0.49746488,0.02794371,-0.102870013,0.255670648,-0.33824966,-0.568451427,17.9032
0.0,0.0,0.0,0.502409961,0.0,0.0,0.0,0.0,-0.744895244,0.022690374,0.518579499,0.630767295,-0.22954742,0.02794371,-0.102870013,0.255670648,-0.33824966,-0.568451427,35.5177
0.0,0.0,0.0,0.502409961,0.0,0.0,0.0,0.0,-0.744895244,0.022690374,0.518579499,5.585820431,0.181424734,0.02794371,-0.102870013,0.255670648,-0.33824966,-0.568451427,25.1063
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802181964,-0.893397939,-0.376127843,0.74285381,0.87512608,1.365443501,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,22.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802181964,-0.893397939,-0.376127843,0.74285381,0.87512608,1.872612356,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,16.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802181964,-0.893397939,-0.376127843,0.74285381,0.87512608,2.401832031,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,13.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802181964,-0.893397939,-0.376127843,0.74285381,1.43172109,1.419688518,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,21.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802181964,-0.893397939,-0.376127843,0.74285381,1.43172109,1.200944386,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,13.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802181964,-0.893397939,-0.376127843,0.74285381,1.43172109,1.425862748,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,18.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802181964,-0.893397939,-0.376127843,0.74285381,1.43172109,1.432036977,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,16.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802181964,-0.893397939,-0.376127843,0.74285381,0.87512608,1.174042386,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,10.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802181964,-0.893397939,-0.376127843,0.74285381,0.87512608,1.201385402,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,8.9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802181964,-0.893397939,-0.376127843,0.74285381,1.9883161,1.473933535,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,19.6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802181964,-0.893397939,-0.376127843,0.74285381,2.544911109,1.528178551,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,16.6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802181964,-0.893397939,-0.376127843,0.74285381,0.87512608,1.340746583,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,19.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802181964,-0.893397939,-0.376127843,0.74285381,0.87512608,1.383084157,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,23.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802181964,-0.893397939,-0.376127843,0.74285381,0.87512608,1.410427174,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,23.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802181964,-0.893397939,-0.376127843,0.74285381,0.87512608,1.468641338,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,24.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802181964,-0.893397939,-0.376127843,0.74285381,0.87512608,1.515389076,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,19.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802181964,-0.893397939,-0.376127843,0.74285381,0.87512608,1.307229337,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,18.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802181964,-0.893397939,-0.376127843,0.74285381,0.87512608,1.365443501,-0.222346364,-0.490339805,0.255670648,-0.33824966,-0.568451427,23.6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802181964,-0.893397939,-0.376127843,0.74285381,0.87512608,1.365443501,-0.222346364,1.059539363,0.255670648,-0.33824966,-0.568451427,27.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802181964,-0.893397939,-0.376127843,0.74285381,0.87512608,1.365443501,0.02794371,-0.490339805,0.255670648,-0.33824966,-0.568451427,25.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802181964,-0.893397939,-0.376127843,0.74285381,0.87512608,1.365443501,0.02794371,1.059539363,0.255670648,-0.33824966,-0.568451427,28.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802181964,-0.893397939,-0.376127843,0.74285381,0.87512608,1.468641338,-0.222346364,-0.490339805,0.255670648,-0.33824966,-0.568451427,29.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802181964,-0.893397939,-0.376127843,0.74285381,0.87512608,1.468641338,-0.222346364,1.059539363,0.255670648,-0.33824966,-0.568451427,30.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802181964,-0.893397939,-0.376127843,0.74285381,0.87512608,1.468641338,0.02794371,-0.490339805,0.255670648,-0.33824966,-0.568451427,30.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802181964,-0.893397939,-0.376127843,0.74285381,0.87512608,1.468641338,0.02794371,1.059539363,0.255670648,-0.33824966,-0.568451427,31.9
-0.296442069,0.807312784,0.0,-1.361334683,-0.145478257,0.0,0.0,0.0,0.108995254,-0.231103037,0.070030879,-0.794658949,0.250068936,0.0,-1.071544494,0.0,-0.33824966,0.0,53.5
-0.322966421,0.292555377,0.0,-2.338489804,0.612758368,0.0,0.0,0.0,0.108995254,-0.231103037,0.070030879,-0.794658949,0.250068936,0.0,-1.071544494,0.0,-0.33824966,0.0,55.5
-0.243393367,1.836827598,0.0,0.0,1.367296279,0.0,0.0,0.0,0.108995254,-0.231103037,0.070030879,-0.794658949,0.250068936,0.0,-1.071544494,0.0,-0.33824966,0.0,58.6
0.0,0.0,0.0,0.921871671,0.0,0.0,0.0,0.0,0.480251992,-0.231103037,-0.154243431,-0.007280643,0.12859097,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,15.1027
0.0,0.0,0.0,0.63587505,0.0,0.0,0.0,0.0,0.480251992,-0.231103037,-0.154243431,-0.007280643,0.034610376,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,26.2238
0.0,0.0,0.0,0.921871671,0.0,0.0,0.0,0.0,0.480251992,-0.231103037,-0.154243431,-0.007280643,-0.030174933,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,31.1644
0.0,0.0,0.0,0.63587505,0.0,0.0,0.0,0.0,0.480251992,-0.231103037,-0.154243431,-0.007280643,-0.152380576,0.0,-1.071544494,0.0,-0.33824966,-0.568451427,24.3357
0.0,0.0,0.0,0.63587505,0.0,0.0,0.0,0.0,0.480251992,-0.231103037,-0.154243431,-0.007280643,0.034610376,-0.222346364,0.284599779,0.0,-0.33824966,-0.568451427,14.6454
0.0,0.0,0.0,1.455732029,0.0,0.0,0.0,0.0,-1.635911416,-0.738689859,1.41567674,0.019870333,-0.403473261,-0.222346364,0.284599779,0.0,-0.33824966,-0.568451427,53.56
0.0,0.0,0.0,0.502409961,0.0,0.0,0.0,0.0,-1.635911416,-0.738689859,1.41567674,-0.251639427,-0.429934244,-0.222346364,0.284599779,0.0,-0.33824966,-0.568451427,45.95
0.0,0.0,0.0,-0.136315825,0.0,0.0,0.0,0.0,-1.635911416,-0.738689859,1.41567674,-0.360243332,-0.440518638,-0.222346364,0.284599779,0.0,-0.33824966,-0.568451427,37.12
0.0,0.0,0.0,-0.584377197,0.0,0.0,0.0,0.0,-1.635911416,-0.738689859,1.41567674,-0.794658949,-0.482856212,-0.222346364,0.284599779,0.0,-0.33824966,-0.568451427,33.41
0.0,0.0,0.0,-0.927573142,0.0,0.0,0.0,0.0,-1.635911416,-0.738689859,1.41567674,-0.794658949,-0.482856212,-0.222346364,0.284599779,0.0,-0.33824966,-0.568451427,23.45
0.0,0.0,0.0,0.0,2.484308283,0.0,0.0,0.0,3.67305994,-3.349136372,-0.154243431,-0.794658949,-1.143234162,-0.410063919,0.284599779,0.0,0.0,-0.568451427,30.27
0.0,0.0,0.0,0.0,2.484308283,0.0,0.0,0.0,3.67305994,-3.349136372,-0.154243431,-0.794658949,-0.816463064,-0.410063919,0.284599779,0.0,0.0,-0.568451427,33.47
0.0,0.0,0.0,0.0,2.484308283,0.0,0.0,0.0,3.67305994,-3.349136372,-0.154243431,-0.794658949,-0.487067918,-0.410063919,0.284599779,0.0,0.0,-0.568451427,32.76
0.0,0.0,0.0,0.0,2.484308283,0.0,0.0,0.0,3.67305994,-3.349136372,-0.154243431,-0.794658949,-1.211459399,-0.410063919,0.284599779,0.0,0.0,-0.568451427,35.68
