IDX,SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,SO3,TiO2,P2O5,SrO,Mn2O3,LOI,Fine modulus (m2/kg),Specific gravity,Cement (kg/m3),FA (kg/m3),GGBFS (kg/m3),SF (kg/m3),Kaolin (kg/m3),Other SCM (kg/m3),Na2O (l),Sio2 (l),H2O,Superplasticizer,water -eff,Initial curing time (day),Initial curing temp (C),Initial curing rest time (day),Final curing temp (C),Cube D (mm),f_c 28d (MPA)
197,0.267777276734454,1.15532664662158,-0.386518124716151,-0.340951564184355,0,0,0.399233006926084,0.386551138347089,-0.811613331305571,0.666075063482133,0,0,0,0,0,0,0.502409960853263,0,0,0,0,0.316899026879179,-0.220226176313893,-0.15424343087323,3.00647770293583,1.07312239896468,0.0279437101449854,0.672069571010112,0,-0.33824966007582,-0.568451427252854,53.8
198,0.267777276734454,1.15532664662158,-0.386518124716151,-0.340951564184355,0,0,0.399233006926084,0.386551138347089,-0.811613331305571,0.666075063482133,0,0,0,0,0,0,0.502409960853263,0,0,0,0,0.316899026879179,-0.220226176313893,-0.15424343087323,3.00647770293583,1.07312239896468,0.0279437101449854,1.05953936314972,0,-0.33824966007582,-0.568451427252854,50.77
199,0.267777276734454,1.15532664662158,-0.386518124716151,-0.340951564184355,0,0,0.399233006926084,0.386551138347089,-0.811613331305571,0.666075063482133,0,0,0,0,0,0,0.502409960853263,0,0,0,0,0.316899026879179,-0.220226176313893,-0.15424343087323,3.00647770293583,1.07312239896468,0.0279437101449854,1.44700915528933,0,-0.33824966007582,-0.568451427252854,50.42
361,0.267777276734454,1.15532664662158,-0.386518124716151,-0.340951564184355,0,0,0.399233006926084,0.386551138347089,0,0.666075063482133,0,0,0,0,-0.355042651236128,0,0.502409960853263,0,0,0,0,0.480251991655788,-0.231103036787147,-0.176670861882822,0.834399616046536,0.848506133519895,0.0279437101449854,0.672069571010112,0,0,0,44.69
362,0.267777276734454,1.15532664662158,-0.386518124716151,-0.340951564184355,0,0,0.399233006926084,0.386551138347089,0,0.666075063482133,0,0,0,0,-0.355042651236128,0,0.502409960853263,0,0,0,0,0.480251991655788,-0.231103036787147,-0.176670861882822,1.37741913776886,0.901428100972993,0.0279437101449854,0.672069571010112,0,0,0,46.86
363,0.267777276734454,1.15532664662158,-0.386518124716151,-0.340951564184355,0,0,0.399233006926084,0.386551138347089,0,0.666075063482133,0,0,0,0,-0.355042651236128,0,0.502409960853263,0,0,0,0,0.480251991655788,-0.231103036787147,-0.176670861882822,1.92043865949118,0.954350068426092,0.0279437101449854,0.672069571010112,0,0,0,48.9
364,0.267777276734454,1.15532664662158,-0.386518124716151,-0.340951564184355,0,0,0.399233006926084,0.386551138347089,0,0.666075063482133,0,0,0,0,-0.355042651236128,0,0.502409960853263,0,0,0,0,0.480251991655788,-0.231103036787147,-0.176670861882822,2.46345818121351,1.00727203587919,0.0279437101449854,0.672069571010112,0,0,0,51.52
365,0.267777276734454,1.15532664662158,-0.386518124716151,-0.340951564184355,0,0,0.399233006926084,0.386551138347089,0,0.666075063482133,0,0,0,0,-0.355042651236128,0,0.502409960853263,0,0,0,0,0.480251991655788,-0.231103036787147,-0.176670861882822,3.00647770293583,1.06019400333229,0.0279437101449854,0.672069571010112,0,0,0,53.08
399,0.425677654258266,-0.408440064511254,-0.830522767901561,0.716854242539774,-0.911548947223703,-0.291373365544425,-0.293856164437219,-0.715537926738203,-1.06900633901892,0,0,0,-0.264870904680784,0,0,0,-1.46143350052368,-0.223151277635771,0,0,0,0.346599565929472,0.794947467856415,-0.827066361160987,-0.794658949120436,-1.71934975635398,0,-1.07154449361813,0,-0.33824966007582,-0.568451427252854,52
400,1.44386284725664,0.744702811319176,-0.386518124716151,-1.04704922984727,-1.0974744620061,-0.723572986932525,-0.00121851430604685,-0.531856415890654,-0.152148893242605,0,0,-0.789177240708071,-0.715229710613435,0,0,0,0.388011312617713,0,0,0,0,0.346599565929472,0.794947467856415,-0.827066361160987,-0.794658949120436,-1.82872182242372,-0.222346363503612,0.284599778870503,0,-0.33824966007582,-0.568451427252854,16
401,1.44386284725664,0.744702811319176,-0.386518124716151,-1.04704922984727,-1.0974744620061,-0.723572986932525,-0.00121851430604685,-0.531856415890654,-0.152148893242605,0,0,-0.789177240708071,-0.715229710613435,0,0,0,0.388011312617713,0,0,0,0,0.346599565929472,0.794947467856415,-0.827066361160987,-0.794658949120436,-1.87247064885161,-0.222346363503612,0.284599778870503,0,-0.33824966007582,-0.568451427252854,20
402,1.24022580865696,0.51407423615309,-0.475319053353233,-0.694268535369863,-1.06028935904962,-0.637133062654905,-0.0597460443322813,-0.568592718060164,-0.335520382397868,0,0,-0.822607513581783,-0.625157949426905,0,0,0,0.018122349989435,-1.37123249038339,0,0,0,0.346599565929472,0.794947467856415,-0.827066361160987,-0.794658949120436,-1.87247064885161,0,-1.07154449361813,0,-0.33824966007582,-0.568451427252854,38
403,0.425677654258266,-0.408440064511254,-0.830522767901561,0.716854242539774,-0.911548947223703,-0.291373365544425,-0.293856164437219,-0.715537926738203,-1.06900633901892,0,0,-0.956328605076629,-0.264870904680784,0,0,0,-1.46143350052368,-0.223151277635771,0,0,0,0.346599565929472,0.794947467856415,-0.827066361160987,-0.794658949120436,-1.71934975635398,0,-1.07154449361813,0,-0.33824966007582,-0.568451427252854,50
404,0.425677654258266,-0.408440064511254,-0.830522767901561,0.716854242539774,-0.911548947223703,-0.291373365544425,-0.293856164437219,-0.715537926738203,-1.06900633901892,0,0,-0.956328605076629,-0.264870904680784,0,0,0,-1.46143350052368,-0.223151277635771,0,0,0,0.346599565929472,0.794947467856415,-0.827066361160987,-0.794658949120436,-1.71934975635398,-0.222346363503612,0.284599778870503,0,-0.33824966007582,-0.568451427252854,55
405,0.934770250757453,0.168131373403962,-0.608520446308856,-0.165097493653749,-1.0045117046149,-0.507473176238475,-0.147537339371633,-0.623697171314429,-0.610577616130763,0,0,-0.87275292289235,-0.49005030764711,0,0,0,-0.536711093952981,-0.940702035603036,0,0,0,0.346599565929472,0.794947467856415,-0.827066361160987,-0.794658949120436,-1.71934975635398,0,-1.07154449361813,0,-0.33824966007582,-0.568451427252854,42
412,0.267777276734454,1.15532664662158,-0.386518124716151,-0.340951564184355,0,0,0.399233006926084,0.386551138347089,-0.808248716825658,0.666075063482133,0,0,0,0,0,0,0.502409960853263,0,0,0,0,0.354024700692045,-0.220226176313893,-0.15424343087323,2.46345818121351,1.11759890244506,0.0279437101449854,0.672069571010112,0,0,-0.568451427252854,44.87
413,0.267777276734454,1.15532664662158,-0.386518124716151,-0.340951564184355,0,0,0.399233006926084,0.386551138347089,-0.808248716825658,0.666075063482133,0,0,0,0,0,0,0.311745547127346,0,0,0,0,0.354024700692045,-0.220226176313893,-0.15424343087323,2.46345818121351,1.11759890244506,0.0279437101449854,0.672069571010112,0,0,-0.568451427252854,49.28
414,0.267777276734454,1.15532664662158,-0.386518124716151,-0.340951564184355,0,0,0.399233006926084,0.386551138347089,-0.808248716825658,0.666075063482133,0,0,0,0,0,0,0.12108113340143,0,0,0,0,0.354024700692045,-0.220226176313893,-0.15424343087323,2.46345818121351,1.11759890244506,0.0279437101449854,0.672069571010112,0,0,-0.568451427252854,51.52
415,0.267777276734454,1.15532664662158,-0.386518124716151,-0.340951564184355,0,0,0.399233006926084,0.386551138347089,-0.808248716825658,0.666075063482133,0,0,0,0,0,0,-0.0695832803244864,0,0,0,0,0.354024700692045,-0.220226176313893,-0.15424343087323,2.46345818121351,1.11759890244506,0.0279437101449854,0.672069571010112,0,0,-0.568451427252854,50.46
416,0.267777276734454,1.15532664662158,-0.386518124716151,-0.340951564184355,0,0,0.399233006926084,0.386551138347089,-0.808248716825658,0.666075063482133,0,0,0,0,0,0,0.502409960853263,0,0,0,0,0.354024700692045,-0.220226176313893,-0.15424343087323,2.46345818121351,1.21815064060595,0.0279437101449854,0.672069571010112,0,-0.33824966007582,-0.568451427252854,51.43
417,0.479581576240532,0.929329167342361,-0.414693474064897,-0.374424168714831,0,0,0.525529255930064,0.386551138347089,-0.867129470224137,0.579789995109045,0,0,0,0,0,0,0.502409960853263,0,-0.954120493111051,0,0,0.354024700692045,-0.220226176313893,-0.15424343087323,2.46345818121351,1.13082939430833,0.0279437101449854,0.672069571010112,0,-0.33824966007582,-0.568451427252854,53.38
418,0.691385875746612,0.703331688063145,-0.442868823413643,-0.407896773245308,0,0,0.651825504934043,0.386551138347089,-0.926010223622616,0.493504926735958,0,0,0,0,0,0,0.502409960853263,0,-0.70728335061466,0,0,0.354024700692045,-0.220226176313893,-0.15424343087323,2.46345818121351,1.03998001684718,0.0279437101449854,0.672069571010112,0,-0.33824966007582,-0.568451427252854,55.02
419,0.90319017525269,0.477334208783928,-0.471044172762389,-0.441369377775784,0,0,0.778121753938023,0.386551138347089,-0.984890977021095,0.40721985836287,0,0,0,0,0,0,0.502409960853263,0,-0.460446208118269,0,0,0.354024700692045,-0.220226176313893,-0.15424343087323,2.46345818121351,0.94560250822249,0.0279437101449854,0.672069571010112,0,-0.33824966007582,-0.568451427252854,53.96
425,1.21517954187732,0.0129896611938431,-0.380688742092273,-0.71902664339374,-0.921334500633302,-0.0601968238717207,0.851024466777719,-0.44001566046688,0,0,0,0,1.46262481359819,0,0,0,1.26506761575693,0,0,0,0,-1.93291680618048,-1.10125187464741,1.86422535999004,-0.794658949120436,0.0326037511315253,0.0279437101449854,1.44700915528933,0,-0.33824966007582,1.02509842687067,50.5723
426,1.05390336317887,-0.0923677702324313,-0.388266939503315,-0.534100558551135,-0.835417341697017,-0.0692428624589135,0.764259970510757,-0.381237576995664,0,0,0,0,1.37557785036195,0,0,0,1.03627031928583,-1.48071446170211,0,0,0,-1.93291680618048,-1.10125187464741,1.86422535999004,-0.794658949120436,0.0326037511315253,0.0279437101449854,1.44700915528933,0,-0.33824966007582,1.02509842687067,52.4623
